position	mean_phred_score	sample	read_pair	stage
97	30.95840762620898	AP-RNA-7	1	raw_concat
102	30.804588951018133	AP-RNA-7	1	raw_concat
107	30.53650777680919	AP-RNA-7	1	raw_concat
112	30.373473273808997	AP-RNA-7	1	raw_concat
117	30.094439091320986	AP-RNA-7	1	raw_concat
122	29.982758358356467	AP-RNA-7	1	raw_concat
127	29.774014813334297	AP-RNA-7	1	raw_concat
132	29.48303909910871	AP-RNA-7	1	raw_concat
137	29.270848877836023	AP-RNA-7	1	raw_concat
142	28.92432750401822	AP-RNA-7	1	raw_concat
147	28.565009344145217	AP-RNA-7	1	raw_concat
150	28.30636799613945	AP-RNA-7	1	raw_concat
1	30.682011524483283	AP-RNA-7	2	raw_concat
2	30.547606185974935	AP-RNA-7	2	raw_concat
3	30.572147537334377	AP-RNA-7	2	raw_concat
4	30.599825361380848	AP-RNA-7	2	raw_concat
5	30.57725288657898	AP-RNA-7	2	raw_concat
6	33.87563643836251	AP-RNA-7	2	raw_concat
7	33.852557986481315	AP-RNA-7	2	raw_concat
8	33.827583921182814	AP-RNA-7	2	raw_concat
9	33.80852290030203	AP-RNA-7	2	raw_concat
12	33.69427107001773	AP-RNA-7	2	raw_concat
17	33.51035443379297	AP-RNA-7	2	raw_concat
22	33.35798107942827	AP-RNA-7	2	raw_concat
27	33.17702265350316	AP-RNA-7	2	raw_concat
32	32.90841553772782	AP-RNA-7	2	raw_concat
37	32.74911876033815	AP-RNA-7	2	raw_concat
42	32.52089577299815	AP-RNA-7	2	raw_concat
47	32.272127437800044	AP-RNA-7	2	raw_concat
52	31.964903354551506	AP-RNA-7	2	raw_concat
57	31.67319953300656	AP-RNA-7	2	raw_concat
62	31.36678818669564	AP-RNA-7	2	raw_concat
67	31.148765701776476	AP-RNA-7	2	raw_concat
72	30.917078009376333	AP-RNA-7	2	raw_concat
77	30.688162229576296	AP-RNA-7	2	raw_concat
82	30.452766364408383	AP-RNA-7	2	raw_concat
87	30.198135582500488	AP-RNA-7	2	raw_concat
92	30.007438763381213	AP-RNA-7	2	raw_concat
97	29.766379308598527	AP-RNA-7	2	raw_concat
102	29.470036410992936	AP-RNA-7	2	raw_concat
107	29.157286711416827	AP-RNA-7	2	raw_concat
112	28.812123800527086	AP-RNA-7	2	raw_concat
117	28.33697224936297	AP-RNA-7	2	raw_concat
122	27.96253770913475	AP-RNA-7	2	raw_concat
127	27.48172031756814	AP-RNA-7	2	raw_concat
132	27.01336490738346	AP-RNA-7	2	raw_concat
137	26.544218547886295	AP-RNA-7	2	raw_concat
142	26.112076533984983	AP-RNA-7	2	raw_concat
147	25.724641871538996	AP-RNA-7	2	raw_concat
150	25.672506785562277	AP-RNA-7	2	raw_concat
1	30.55031041578722	AP-RNA-8	1	raw_concat
2	31.004591475530326	AP-RNA-8	1	raw_concat
3	31.100923231014317	AP-RNA-8	1	raw_concat
4	31.170333990453642	AP-RNA-8	1	raw_concat
5	31.2283178220515	AP-RNA-8	1	raw_concat
6	34.277235435017445	AP-RNA-8	1	raw_concat
7	34.24648328546543	AP-RNA-8	1	raw_concat
8	34.235913836575804	AP-RNA-8	1	raw_concat
9	34.21557465200946	AP-RNA-8	1	raw_concat
12	34.244929855459546	AP-RNA-8	1	raw_concat
17	34.220970932784574	AP-RNA-8	1	raw_concat
22	34.11495509344299	AP-RNA-8	1	raw_concat
27	33.9208211381772	AP-RNA-8	1	raw_concat
32	33.766802690370234	AP-RNA-8	1	raw_concat
37	33.61149795207846	AP-RNA-8	1	raw_concat
42	33.434569732314046	AP-RNA-8	1	raw_concat
47	33.24031582607109	AP-RNA-8	1	raw_concat
52	33.036893188026276	AP-RNA-8	1	raw_concat
57	32.81758237772668	AP-RNA-8	1	raw_concat
62	32.59276119631524	AP-RNA-8	1	raw_concat
67	32.29911966695229	AP-RNA-8	1	raw_concat
72	32.093353133010716	AP-RNA-8	1	raw_concat
77	31.85867968657583	AP-RNA-8	1	raw_concat
82	31.566791257317544	AP-RNA-8	1	raw_concat
87	31.389104901260815	AP-RNA-8	1	raw_concat
92	31.170989469461922	AP-RNA-8	1	raw_concat
97	30.983545891637	AP-RNA-8	1	raw_concat
102	30.820759589442922	AP-RNA-8	1	raw_concat
107	30.546498045152145	AP-RNA-8	1	raw_concat
112	30.372842728872723	AP-RNA-8	1	raw_concat
117	30.084649001079054	AP-RNA-8	1	raw_concat
122	29.952729707382304	AP-RNA-8	1	raw_concat
127	29.732126577824324	AP-RNA-8	1	raw_concat
132	29.43877116300687	AP-RNA-8	1	raw_concat
137	29.218475260711433	AP-RNA-8	1	raw_concat
142	28.87456605740426	AP-RNA-8	1	raw_concat
147	28.509689404070144	AP-RNA-8	1	raw_concat
150	28.247831232770107	AP-RNA-8	1	raw_concat
1	30.62732151317413	AP-RNA-8	2	raw_concat
2	30.499882847238442	AP-RNA-8	2	raw_concat
3	30.52741584786834	AP-RNA-8	2	raw_concat
4	30.549257782312036	AP-RNA-8	2	raw_concat
5	30.52694855786812	AP-RNA-8	2	raw_concat
6	33.80088738262957	AP-RNA-8	2	raw_concat
7	33.783788003341044	AP-RNA-8	2	raw_concat
8	33.751098359681194	AP-RNA-8	2	raw_concat
9	33.7363021640535	AP-RNA-8	2	raw_concat
12	33.61826115518267	AP-RNA-8	2	raw_concat
17	33.43248377665435	AP-RNA-8	2	raw_concat
22	33.26977755386715	AP-RNA-8	2	raw_concat
27	33.08938161236066	AP-RNA-8	2	raw_concat
32	32.822157376210484	AP-RNA-8	2	raw_concat
37	32.64878795830539	AP-RNA-8	2	raw_concat
42	32.41467972740816	AP-RNA-8	2	raw_concat
47	32.168734347856635	AP-RNA-8	2	raw_concat
52	31.862479038903	AP-RNA-8	2	raw_concat
57	31.571894530088922	AP-RNA-8	2	raw_concat
62	31.26134805539026	AP-RNA-8	2	raw_concat
67	31.038540868659805	AP-RNA-8	2	raw_concat
72	30.813751872732826	AP-RNA-8	2	raw_concat
77	30.586251610024817	AP-RNA-8	2	raw_concat
82	30.347612023199968	AP-RNA-8	2	raw_concat
87	30.092744467069025	AP-RNA-8	2	raw_concat
92	29.905027624873373	AP-RNA-8	2	raw_concat
97	29.65543764752931	AP-RNA-8	2	raw_concat
102	29.37582051068036	AP-RNA-8	2	raw_concat
107	29.063191659155724	AP-RNA-8	2	raw_concat
112	28.716709826840894	AP-RNA-8	2	raw_concat
117	28.244604998237605	AP-RNA-8	2	raw_concat
122	27.881386473809965	AP-RNA-8	2	raw_concat
127	27.410595149239168	AP-RNA-8	2	raw_concat
132	26.938604338915553	AP-RNA-8	2	raw_concat
137	26.478319221159314	AP-RNA-8	2	raw_concat
142	26.046197891490483	AP-RNA-8	2	raw_concat
147	25.667305492488953	AP-RNA-8	2	raw_concat
150	25.61772879766199	AP-RNA-8	2	raw_concat
1	30.47128025907522	AP-RNA-9	1	raw_concat
2	30.968979785559977	AP-RNA-9	1	raw_concat
3	31.07576061738957	AP-RNA-9	1	raw_concat
4	31.15823178389628	AP-RNA-9	1	raw_concat
5	31.218372604283392	AP-RNA-9	1	raw_concat
6	34.26689345227647	AP-RNA-9	1	raw_concat
7	34.23422649020854	AP-RNA-9	1	raw_concat
8	34.21755322300941	AP-RNA-9	1	raw_concat
9	34.198713057272776	AP-RNA-9	1	raw_concat
12	34.23624570679375	AP-RNA-9	1	raw_concat
17	34.21277820123606	AP-RNA-9	1	raw_concat
22	34.10870655293485	AP-RNA-9	1	raw_concat
27	33.91434967897877	AP-RNA-9	1	raw_concat
32	33.76160482175551	AP-RNA-9	1	raw_concat
37	33.60954236666282	AP-RNA-9	1	raw_concat
42	33.43616084080371	AP-RNA-9	1	raw_concat
47	33.24344555919585	AP-RNA-9	1	raw_concat
52	33.05000744573683	AP-RNA-9	1	raw_concat
57	32.831214013731255	AP-RNA-9	1	raw_concat
62	32.61055324976644	AP-RNA-9	1	raw_concat
67	32.320811205672825	AP-RNA-9	1	raw_concat
72	32.10929758894014	AP-RNA-9	1	raw_concat
77	31.87556306370987	AP-RNA-9	1	raw_concat
82	31.59172692483504	AP-RNA-9	1	raw_concat
87	31.411999277700488	AP-RNA-9	1	raw_concat
92	31.192994675352566	AP-RNA-9	1	raw_concat
97	31.003486173834073	AP-RNA-9	1	raw_concat
102	30.83688372869052	AP-RNA-9	1	raw_concat
107	30.55892018184128	AP-RNA-9	1	raw_concat
112	30.369966881530694	AP-RNA-9	1	raw_concat
117	30.067365496581612	AP-RNA-9	1	raw_concat
122	29.9338304162342	AP-RNA-9	1	raw_concat
127	29.703490866819653	AP-RNA-9	1	raw_concat
132	29.407250088361213	AP-RNA-9	1	raw_concat
137	29.192382878139416	AP-RNA-9	1	raw_concat
142	28.84200076404607	AP-RNA-9	1	raw_concat
147	28.48725033491807	AP-RNA-9	1	raw_concat
150	28.231532996661816	AP-RNA-9	1	raw_concat
1	30.561793661891823	AP-RNA-9	2	raw_concat
2	30.432574615318774	AP-RNA-9	2	raw_concat
3	30.455571225302112	AP-RNA-9	2	raw_concat
4	30.478727536884413	AP-RNA-9	2	raw_concat
5	30.450739271309622	AP-RNA-9	2	raw_concat
6	33.69029419135866	AP-RNA-9	2	raw_concat
7	33.67553818388182	AP-RNA-9	2	raw_concat
8	33.637914588502916	AP-RNA-9	2	raw_concat
9	33.620505853413825	AP-RNA-9	2	raw_concat
12	33.50013587243933	AP-RNA-9	2	raw_concat
17	33.30288921205893	AP-RNA-9	2	raw_concat
22	33.12874321986161	AP-RNA-9	2	raw_concat
27	32.938667301363786	AP-RNA-9	2	raw_concat
32	32.65111599897623	AP-RNA-9	2	raw_concat
37	32.46836881487265	AP-RNA-9	2	raw_concat
42	32.22732822166806	AP-RNA-9	2	raw_concat
47	31.968752645057737	AP-RNA-9	2	raw_concat
52	31.66131535560293	AP-RNA-9	2	raw_concat
57	31.372961678760795	AP-RNA-9	2	raw_concat
62	31.055631239481933	AP-RNA-9	2	raw_concat
67	30.838405516821695	AP-RNA-9	2	raw_concat
72	30.61942122739644	AP-RNA-9	2	raw_concat
77	30.402113552599893	AP-RNA-9	2	raw_concat
82	30.17006438355953	AP-RNA-9	2	raw_concat
87	29.910248990202586	AP-RNA-9	2	raw_concat
92	29.733571699643882	AP-RNA-9	2	raw_concat
97	29.48861250550375	AP-RNA-9	2	raw_concat
102	29.20637873402301	AP-RNA-9	2	raw_concat
107	28.90577577643345	AP-RNA-9	2	raw_concat
112	28.56621689186226	AP-RNA-9	2	raw_concat
117	28.101712967755827	AP-RNA-9	2	raw_concat
122	27.756483891922365	AP-RNA-9	2	raw_concat
127	27.29858463757473	AP-RNA-9	2	raw_concat
132	26.836584134094426	AP-RNA-9	2	raw_concat
137	26.383277533501257	AP-RNA-9	2	raw_concat
142	25.96614782792517	AP-RNA-9	2	raw_concat
147	25.60063222220712	AP-RNA-9	2	raw_concat
150	25.54362802527712	AP-RNA-9	2	raw_concat
1	32.1862661095115	AP-DNA-10	1	cleaned
2	32.56962507368898	AP-DNA-10	1	cleaned
3	32.71062665391034	AP-DNA-10	1	cleaned
4	32.73777697090354	AP-DNA-10	1	cleaned
5	32.61043832495065	AP-DNA-10	1	cleaned
6	34.47238805563921	AP-DNA-10	1	cleaned
7	34.431134509483314	AP-DNA-10	1	cleaned
8	34.40951540859263	AP-DNA-10	1	cleaned
9	34.391916927229346	AP-DNA-10	1	cleaned
12	34.348796370360574	AP-DNA-10	1	cleaned
17	34.25843631920379	AP-DNA-10	1	cleaned
22	34.119988498134845	AP-DNA-10	1	cleaned
27	33.96427560746976	AP-DNA-10	1	cleaned
32	33.82304466830798	AP-DNA-10	1	cleaned
37	33.675777808018026	AP-DNA-10	1	cleaned
42	33.52718256447097	AP-DNA-10	1	cleaned
47	33.36955878565734	AP-DNA-10	1	cleaned
52	33.19796241783825	AP-DNA-10	1	cleaned
57	33.01040116929311	AP-DNA-10	1	cleaned
62	32.81143845489911	AP-DNA-10	1	cleaned
67	32.58211368080689	AP-DNA-10	1	cleaned
72	32.413479061175835	AP-DNA-10	1	cleaned
77	32.21632742800142	AP-DNA-10	1	cleaned
82	32.0120074824223	AP-DNA-10	1	cleaned
87	31.878127198207824	AP-DNA-10	1	cleaned
92	31.73516485867483	AP-DNA-10	1	cleaned
97	31.61022605437152	AP-DNA-10	1	cleaned
102	31.501738558338396	AP-DNA-10	1	cleaned
107	31.34296945122494	AP-DNA-10	1	cleaned
112	31.238476376809775	AP-DNA-10	1	cleaned
117	31.088591381820116	AP-DNA-10	1	cleaned
122	30.995521717648153	AP-DNA-10	1	cleaned
127	30.887441509365846	AP-DNA-10	1	cleaned
132	30.817544580092754	AP-DNA-10	1	cleaned
137	30.90579123081851	AP-DNA-10	1	cleaned
142	31.301264388136588	AP-DNA-10	1	cleaned
147	32.11124550743921	AP-DNA-10	1	cleaned
150	33.59761247494167	AP-DNA-10	1	cleaned
1	32.3276824592193	AP-DNA-10	2	cleaned
2	32.29266185719925	AP-DNA-10	2	cleaned
3	32.418309205815554	AP-DNA-10	2	cleaned
4	32.42685065459062	AP-DNA-10	2	cleaned
5	32.158236269353516	AP-DNA-10	2	cleaned
6	34.09870553816019	AP-DNA-10	2	cleaned
7	34.057188977319754	AP-DNA-10	2	cleaned
8	34.00296341157153	AP-DNA-10	2	cleaned
9	33.97034598623629	AP-DNA-10	2	cleaned
12	33.88482083444103	AP-DNA-10	2	cleaned
17	33.745307942284846	AP-DNA-10	2	cleaned
22	33.63174461948689	AP-DNA-10	2	cleaned
27	33.51942542586714	AP-DNA-10	2	cleaned
32	33.383746444727656	AP-DNA-10	2	cleaned
37	33.23579130806201	AP-DNA-10	2	cleaned
42	33.07205435996479	AP-DNA-10	2	cleaned
47	32.90188951764649	AP-DNA-10	2	cleaned
52	32.66050423474074	AP-DNA-10	2	cleaned
57	32.44054453824848	AP-DNA-10	2	cleaned
62	32.209269343748836	AP-DNA-10	2	cleaned
67	32.0427332212298	AP-DNA-10	2	cleaned
72	31.879540847807487	AP-DNA-10	2	cleaned
77	31.71359229484121	AP-DNA-10	2	cleaned
82	31.52422687563746	AP-DNA-10	2	cleaned
87	31.354751440580106	AP-DNA-10	2	cleaned
92	31.18394157852133	AP-DNA-10	2	cleaned
97	30.96427049151314	AP-DNA-10	2	cleaned
102	30.727001596666963	AP-DNA-10	2	cleaned
107	30.41975465362372	AP-DNA-10	2	cleaned
112	30.102054127286447	AP-DNA-10	2	cleaned
117	29.712035027715224	AP-DNA-10	2	cleaned
122	29.374196493594315	AP-DNA-10	2	cleaned
127	29.03786369073643	AP-DNA-10	2	cleaned
132	28.86016300112492	AP-DNA-10	2	cleaned
137	28.957761572349533	AP-DNA-10	2	cleaned
142	29.566890023576	AP-DNA-10	2	cleaned
147	30.488770528890036	AP-DNA-10	2	cleaned
150	32.02993867453622	AP-DNA-10	2	cleaned
1	31.994618884077124	AP-DNA-11	1	cleaned
2	32.40408189859458	AP-DNA-11	1	cleaned
3	32.54136673101531	AP-DNA-11	1	cleaned
4	32.57120782543529	AP-DNA-11	1	cleaned
5	32.44639722702342	AP-DNA-11	1	cleaned
6	34.499136394880196	AP-DNA-11	1	cleaned
7	34.4547766228569	AP-DNA-11	1	cleaned
8	34.437049142839236	AP-DNA-11	1	cleaned
9	34.4215360910035	AP-DNA-11	1	cleaned
12	34.38102182608206	AP-DNA-11	1	cleaned
17	34.29740037576495	AP-DNA-11	1	cleaned
22	34.16327607204063	AP-DNA-11	1	cleaned
27	34.01293021866297	AP-DNA-11	1	cleaned
32	33.878351466386064	AP-DNA-11	1	cleaned
37	33.73632787700584	AP-DNA-11	1	cleaned
42	33.59278422424791	AP-DNA-11	1	cleaned
47	33.44422184072757	AP-DNA-11	1	cleaned
52	33.27924016288988	AP-DNA-11	1	cleaned
57	33.097589907195534	AP-DNA-11	1	cleaned
62	32.90345553246471	AP-DNA-11	1	cleaned
67	32.674970124208514	AP-DNA-11	1	cleaned
72	32.50663954340946	AP-DNA-11	1	cleaned
77	32.308265310917434	AP-DNA-11	1	cleaned
82	32.09951158332111	AP-DNA-11	1	cleaned
87	31.960298555931523	AP-DNA-11	1	cleaned
92	31.81153495890362	AP-DNA-11	1	cleaned
97	31.681314659093875	AP-DNA-11	1	cleaned
102	31.562840611512353	AP-DNA-11	1	cleaned
107	31.393619476982895	AP-DNA-11	1	cleaned
112	31.28010548915811	AP-DNA-11	1	cleaned
117	31.11674169100081	AP-DNA-11	1	cleaned
122	31.012521121527744	AP-DNA-11	1	cleaned
127	30.890853684150336	AP-DNA-11	1	cleaned
132	30.80913958914463	AP-DNA-11	1	cleaned
137	30.888450275069452	AP-DNA-11	1	cleaned
142	31.27923195813843	AP-DNA-11	1	cleaned
147	32.09753470828027	AP-DNA-11	1	cleaned
150	33.58559730619117	AP-DNA-11	1	cleaned
1	32.21971331911132	AP-DNA-11	2	cleaned
2	32.16436431308374	AP-DNA-11	2	cleaned
3	32.28190163619575	AP-DNA-11	2	cleaned
4	32.28577099810657	AP-DNA-11	2	cleaned
5	32.02844815668449	AP-DNA-11	2	cleaned
6	34.17679434703081	AP-DNA-11	2	cleaned
7	34.13108008979988	AP-DNA-11	2	cleaned
8	34.07542651533732	AP-DNA-11	2	cleaned
9	34.04521656148341	AP-DNA-11	2	cleaned
12	33.95874989814657	AP-DNA-11	2	cleaned
17	33.820131359981644	AP-DNA-11	2	cleaned
22	33.71436255913879	AP-DNA-11	2	cleaned
27	33.60499874204451	AP-DNA-11	2	cleaned
32	33.47740070842856	AP-DNA-11	2	cleaned
37	33.33436904216621	AP-DNA-11	2	cleaned
42	33.177289075202296	AP-DNA-11	2	cleaned
47	33.013835492128536	AP-DNA-11	2	cleaned
52	32.77680462131608	AP-DNA-11	2	cleaned
57	32.55901136013284	AP-DNA-11	2	cleaned
62	32.32412307693831	AP-DNA-11	2	cleaned
67	32.161435102448536	AP-DNA-11	2	cleaned
72	32.001321221403416	AP-DNA-11	2	cleaned
77	31.8368805064696	AP-DNA-11	2	cleaned
82	31.64332181912271	AP-DNA-11	2	cleaned
87	31.472475140339405	AP-DNA-11	2	cleaned
92	31.300344973200964	AP-DNA-11	2	cleaned
97	31.080452319084298	AP-DNA-11	2	cleaned
102	30.83963742832257	AP-DNA-11	2	cleaned
107	30.529442064984277	AP-DNA-11	2	cleaned
112	30.205597097589965	AP-DNA-11	2	cleaned
117	29.803624595207868	AP-DNA-11	2	cleaned
122	29.452936252245376	AP-DNA-11	2	cleaned
127	29.09720423768374	AP-DNA-11	2	cleaned
132	28.897571160546754	AP-DNA-11	2	cleaned
137	28.977691273207455	AP-DNA-11	2	cleaned
142	29.57225916337933	AP-DNA-11	2	cleaned
147	30.477163641003578	AP-DNA-11	2	cleaned
150	32.026047759961465	AP-DNA-11	2	cleaned
1	31.954500290216142	AP-DNA-12	1	cleaned
2	32.37469591168175	AP-DNA-12	1	cleaned
3	32.509969710761084	AP-DNA-12	1	cleaned
4	32.54303422815339	AP-DNA-12	1	cleaned
5	32.43607346294192	AP-DNA-12	1	cleaned
6	34.62200308302688	AP-DNA-12	1	cleaned
7	34.5786841213271	AP-DNA-12	1	cleaned
8	34.56283616301604	AP-DNA-12	1	cleaned
9	34.54923070731404	AP-DNA-12	1	cleaned
12	34.51125610872749	AP-DNA-12	1	cleaned
17	34.435344961549724	AP-DNA-12	1	cleaned
22	34.31168511798884	AP-DNA-12	1	cleaned
27	34.17046136577882	AP-DNA-12	1	cleaned
32	34.04486536539546	AP-DNA-12	1	cleaned
37	33.91614878856946	AP-DNA-12	1	cleaned
42	33.7822161234081	AP-DNA-12	1	cleaned
47	33.64420784470091	AP-DNA-12	1	cleaned
52	33.49188448478053	AP-DNA-12	1	cleaned
57	33.32055972336362	AP-DNA-12	1	cleaned
62	33.13640951531967	AP-DNA-12	1	cleaned
67	32.91801668743333	AP-DNA-12	1	cleaned
72	32.754914813326295	AP-DNA-12	1	cleaned
77	32.56626847436796	AP-DNA-12	1	cleaned
82	32.3603151609333	AP-DNA-12	1	cleaned
87	32.22111155490874	AP-DNA-12	1	cleaned
92	32.072170505357214	AP-DNA-12	1	cleaned
97	31.94463718309489	AP-DNA-12	1	cleaned
102	31.823882859114484	AP-DNA-12	1	cleaned
107	31.652015472215965	AP-DNA-12	1	cleaned
112	31.535492871342278	AP-DNA-12	1	cleaned
117	31.36759628932984	AP-DNA-12	1	cleaned
122	31.259114670700853	AP-DNA-12	1	cleaned
127	31.131704415289942	AP-DNA-12	1	cleaned
132	31.035710862128873	AP-DNA-12	1	cleaned
137	31.094252837084973	AP-DNA-12	1	cleaned
142	31.4505043145894	AP-DNA-12	1	cleaned
147	32.20870944809262	AP-DNA-12	1	cleaned
150	33.64469183311954	AP-DNA-12	1	cleaned
1	32.229441918634166	AP-DNA-12	2	cleaned
2	32.18835660304083	AP-DNA-12	2	cleaned
3	32.29641135719336	AP-DNA-12	2	cleaned
4	32.30118941022561	AP-DNA-12	2	cleaned
5	32.07538287504246	AP-DNA-12	2	cleaned
6	34.368954006073274	AP-DNA-12	2	cleaned
7	34.32641363337477	AP-DNA-12	2	cleaned
8	34.2798239712871	AP-DNA-12	2	cleaned
9	34.2468615747922	AP-DNA-12	2	cleaned
12	34.17212620046278	AP-DNA-12	2	cleaned
17	34.04468653095065	AP-DNA-12	2	cleaned
22	33.94747275843484	AP-DNA-12	2	cleaned
27	33.84935507749426	AP-DNA-12	2	cleaned
32	33.73189162820883	AP-DNA-12	2	cleaned
37	33.602737404717644	AP-DNA-12	2	cleaned
42	33.455333846106384	AP-DNA-12	2	cleaned
47	33.302969429550004	AP-DNA-12	2	cleaned
52	33.07942218827189	AP-DNA-12	2	cleaned
57	32.87099546093076	AP-DNA-12	2	cleaned
62	32.644563580147384	AP-DNA-12	2	cleaned
67	32.48868998171763	AP-DNA-12	2	cleaned
72	32.331472600218106	AP-DNA-12	2	cleaned
77	32.17386283022731	AP-DNA-12	2	cleaned
82	31.98307664053346	AP-DNA-12	2	cleaned
87	31.8123994221642	AP-DNA-12	2	cleaned
92	31.640329254602705	AP-DNA-12	2	cleaned
97	31.42228103614237	AP-DNA-12	2	cleaned
102	31.18207029520925	AP-DNA-12	2	cleaned
107	30.867273758528306	AP-DNA-12	2	cleaned
112	30.541136063323258	AP-DNA-12	2	cleaned
117	30.13133369878285	AP-DNA-12	2	cleaned
122	29.76965129277873	AP-DNA-12	2	cleaned
127	29.397149234588547	AP-DNA-12	2	cleaned
132	29.169967950807766	AP-DNA-12	2	cleaned
137	29.214155008251584	AP-DNA-12	2	cleaned
142	29.747786486579905	AP-DNA-12	2	cleaned
147	30.55982570240682	AP-DNA-12	2	cleaned
150	32.071538711248174	AP-DNA-12	2	cleaned
1	32.00120128071526	AP-DNA-13	1	cleaned
2	32.420255914462146	AP-DNA-13	1	cleaned
3	32.551853418988976	AP-DNA-13	1	cleaned
4	32.58460195045604	AP-DNA-13	1	cleaned
5	32.476485078819614	AP-DNA-13	1	cleaned
6	34.63010215410229	AP-DNA-13	1	cleaned
7	34.58806631783887	AP-DNA-13	1	cleaned
8	34.567105755206136	AP-DNA-13	1	cleaned
9	34.55307339158453	AP-DNA-13	1	cleaned
12	34.51276462553318	AP-DNA-13	1	cleaned
17	34.434210981588976	AP-DNA-13	1	cleaned
22	34.30860837712978	AP-DNA-13	1	cleaned
27	34.16716664885834	AP-DNA-13	1	cleaned
32	34.039506629551845	AP-DNA-13	1	cleaned
37	33.90801482178228	AP-DNA-13	1	cleaned
42	33.77405431249844	AP-DNA-13	1	cleaned
47	33.63281018941217	AP-DNA-13	1	cleaned
52	33.47856749112349	AP-DNA-13	1	cleaned
57	33.30633053609438	AP-DNA-13	1	cleaned
62	33.12046201650604	AP-DNA-13	1	cleaned
67	32.8984151639177	AP-DNA-13	1	cleaned
72	32.73660082669611	AP-DNA-13	1	cleaned
77	32.54550676608869	AP-DNA-13	1	cleaned
82	32.341481103281936	AP-DNA-13	1	cleaned
87	32.20411628046687	AP-DNA-13	1	cleaned
92	32.05961285201518	AP-DNA-13	1	cleaned
97	31.9325345063358	AP-DNA-13	1	cleaned
102	31.816218755360502	AP-DNA-13	1	cleaned
107	31.64895968511272	AP-DNA-13	1	cleaned
112	31.533581692734497	AP-DNA-13	1	cleaned
117	31.373043050178126	AP-DNA-13	1	cleaned
122	31.26945171968503	AP-DNA-13	1	cleaned
127	31.138752029287524	AP-DNA-13	1	cleaned
132	31.0476120393618	AP-DNA-13	1	cleaned
137	31.104201396657412	AP-DNA-13	1	cleaned
142	31.458781684601526	AP-DNA-13	1	cleaned
147	32.21388330657131	AP-DNA-13	1	cleaned
150	33.61993450357747	AP-DNA-13	1	cleaned
1	32.10756748512894	AP-DNA-13	2	cleaned
2	31.99711924788636	AP-DNA-13	2	cleaned
3	32.10328644925589	AP-DNA-13	2	cleaned
4	32.119611604157406	AP-DNA-13	2	cleaned
5	31.820921666853785	AP-DNA-13	2	cleaned
6	33.956949325598146	AP-DNA-13	2	cleaned
7	33.90573327591632	AP-DNA-13	2	cleaned
8	33.8428160496342	AP-DNA-13	2	cleaned
9	33.80720504123583	AP-DNA-13	2	cleaned
12	33.71758595199235	AP-DNA-13	2	cleaned
17	33.57407139319177	AP-DNA-13	2	cleaned
22	33.463587152927246	AP-DNA-13	2	cleaned
27	33.36436979856713	AP-DNA-13	2	cleaned
32	33.239121294533916	AP-DNA-13	2	cleaned
37	33.10016462583029	AP-DNA-13	2	cleaned
42	32.94278816017668	AP-DNA-13	2	cleaned
47	32.78996993241249	AP-DNA-13	2	cleaned
52	32.557869654442484	AP-DNA-13	2	cleaned
57	32.34844954756382	AP-DNA-13	2	cleaned
62	32.116701114395354	AP-DNA-13	2	cleaned
67	31.96300180122457	AP-DNA-13	2	cleaned
72	31.818343034557593	AP-DNA-13	2	cleaned
77	31.669839417139343	AP-DNA-13	2	cleaned
82	31.49242895662477	AP-DNA-13	2	cleaned
87	31.339426093080228	AP-DNA-13	2	cleaned
92	31.18902142004446	AP-DNA-13	2	cleaned
97	30.989351584715713	AP-DNA-13	2	cleaned
102	30.777360378506376	AP-DNA-13	2	cleaned
107	30.486827401991157	AP-DNA-13	2	cleaned
112	30.18538584224554	AP-DNA-13	2	cleaned
117	29.79983473124414	AP-DNA-13	2	cleaned
122	29.466751563071558	AP-DNA-13	2	cleaned
127	29.123773540314403	AP-DNA-13	2	cleaned
132	28.936982435557866	AP-DNA-13	2	cleaned
137	29.02637355530024	AP-DNA-13	2	cleaned
142	29.630610552579505	AP-DNA-13	2	cleaned
147	30.552099145772324	AP-DNA-13	2	cleaned
150	32.06646252808741	AP-DNA-13	2	cleaned
1	32.28777436771694	AP-DNA-14	1	cleaned
2	32.656308400169486	AP-DNA-14	1	cleaned
3	32.79389657311745	AP-DNA-14	1	cleaned
4	32.82398203507191	AP-DNA-14	1	cleaned
5	32.70278610757362	AP-DNA-14	1	cleaned
6	34.51265251891859	AP-DNA-14	1	cleaned
7	34.47199330685178	AP-DNA-14	1	cleaned
8	34.446543016375685	AP-DNA-14	1	cleaned
9	34.42567631846499	AP-DNA-14	1	cleaned
12	34.38016285221029	AP-DNA-14	1	cleaned
17	34.29041251912586	AP-DNA-14	1	cleaned
22	34.15478436054877	AP-DNA-14	1	cleaned
27	34.008104190276775	AP-DNA-14	1	cleaned
32	33.87055701820843	AP-DNA-14	1	cleaned
37	33.72752151066554	AP-DNA-14	1	cleaned
42	33.58348374145014	AP-DNA-14	1	cleaned
47	33.42914468605901	AP-DNA-14	1	cleaned
52	33.258037502163646	AP-DNA-14	1	cleaned
57	33.074565492022934	AP-DNA-14	1	cleaned
62	32.87534432054031	AP-DNA-14	1	cleaned
67	32.64873612858189	AP-DNA-14	1	cleaned
72	32.48096771259523	AP-DNA-14	1	cleaned
77	32.28489963590219	AP-DNA-14	1	cleaned
82	32.08666259200499	AP-DNA-14	1	cleaned
